cgdppc,countrycode,rgdpnapc
1256,FRA,1626
1256,FRA,1626
1256,FRA,1626
1242,FRA,1608
1242,FRA,1608
1242,FRA,1608
1229,FRA,1591
1202,FRA,1556
1188,FRA,1538
1175,FRA,1521
1161,FRA,1504
1161,FRA,1504
1161,FRA,1504
1148,FRA,1486
1148,FRA,1486
1148,FRA,1486
1148,FRA,1486
1148,FRA,1486
1148,FRA,1486
1161,FRA,1504
1161,FRA,1504
1175,FRA,1521
1175,FRA,1521
1175,FRA,1521
1175,FRA,1521
1161,FRA,1504
1161,FRA,1504
1175,FRA,1521
1188,FRA,1538
1202,FRA,1556
1215,FRA,1573
1202,FRA,1556
1229,FRA,1591
1229,FRA,1591
1229,FRA,1591
1229,FRA,1591
1229,FRA,1591
1215,FRA,1573
1215,FRA,1573
1215,FRA,1573
1229,FRA,1591
1215,FRA,1573
1242,FRA,1608
1242,FRA,1608
1242,FRA,1608
1242,FRA,1608
1256,FRA,1626
1242,FRA,1608
1242,FRA,1608
1256,FRA,1626
1256,FRA,1626
1269,FRA,1643
1296,FRA,1678
1310,FRA,1696
1296,FRA,1678
1296,FRA,1678
1296,FRA,1678
1283,FRA,1661
1283,FRA,1661
1296,FRA,1678
1296,FRA,1678
1296,FRA,1678
1283,FRA,1661
1283,FRA,1661
1296,FRA,1678
1296,FRA,1678
1296,FRA,1678
1296,FRA,1678
1296,FRA,1678
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1350,FRA,1748
1377,FRA,1783
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1364,FRA,1766
1337,FRA,1731
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1350,FRA,1748
1364,FRA,1766
1364,FRA,1766
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1391,FRA,1801
1377,FRA,1783
1364,FRA,1766
1350,FRA,1748
1350,FRA,1748
1350,FRA,1748
1350,FRA,1748
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1350,FRA,1748
1350,FRA,1748
1350,FRA,1748
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1350,FRA,1748
1283,FRA,1661
1283,FRA,1661
1283,FRA,1661
1283,FRA,1661
1269,FRA,1643
1283,FRA,1661
1283,FRA,1661
1283,FRA,1661
1296,FRA,1678
1310,FRA,1696
1310,FRA,1696
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1337,FRA,1731
1350,FRA,1748
1364,FRA,1766
1377,FRA,1783
1391,FRA,1801
1391,FRA,1801
1377,FRA,1783
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1377,FRA,1783
1364,FRA,1766
1364,FRA,1766
1350,FRA,1748
1337,FRA,1731
1337,FRA,1731
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1337,FRA,1731
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1323,FRA,1713
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1310,FRA,1696
1323,FRA,1713
1337,FRA,1731
1337,FRA,1731
1350,FRA,1748
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1350,FRA,1748
1350,FRA,1748
1350,FRA,1748
1350,FRA,1748
1350,FRA,1748
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1377,FRA,1783
1377,FRA,1783
1364,FRA,1766
1364,FRA,1766
1364,FRA,1766
1377,FRA,1783
1377,FRA,1783
1418,FRA,1836
1431,FRA,1853
1418,FRA,1836
1404,FRA,1818
1485,FRA,1923
1445,FRA,1871
1418,FRA,1836
1442,FRA,1867
1556,FRA,2014
1494,FRA,1935
1541,FRA,1996
1583,FRA,2050
1513,FRA,1959
1553,FRA,2011
1521,FRA,1969
1511,FRA,1957
1551,FRA,2008
1513,FRA,1959
1534,FRA,1986
1667,FRA,2159
1636,FRA,2118
1638,FRA,2121
1693,FRA,2192
1665,FRA,2157
1689,FRA,2187
1762,FRA,2282
1697,FRA,2197
1814,FRA,2349
1850,FRA,2395
1801,FRA,2332
1889,FRA,2446
1948,FRA,2523
1880,FRA,2435
1878,FRA,2432
2078,FRA,2690
1943,FRA,2516
1997,FRA,2586
2028,FRA,2627
1992,FRA,2579
2115,FRA,2738
2005,FRA,2596
2094,FRA,2711
2055,FRA,2661
2142,FRA,2773
2260,FRA,2927
2414,FRA,3126
2253,FRA,2918
2404,FRA,3113
2248,FRA,2911
2432,FRA,3149
2507,FRA,3246
2525,FRA,3270
2445,FRA,3165
2457,FRA,3182
2303,FRA,2982
2518,FRA,3260
2549,FRA,3301
2383,FRA,3086
2413,FRA,3125
2641,FRA,3419
2455,FRA,3162
2771,FRA,3549
2866,FRA,3651
2633,FRA,3337
2777,FRA,3500
2744,FRA,3440
2577,FRA,3213
2812,FRA,3488
2924,FRA,3609
3067,FRA,3765
3082,FRA,3764
3051,FRA,3707
3004,FRA,3631
3060,FRA,3680
3093,FRA,3701
3136,FRA,3733
3225,FRA,3821
3316,FRA,3909
3411,FRA,4001
3514,FRA,4101
3591,FRA,4170
3738,FRA,4320
3675,FRA,4227
3860,FRA,4418
3812,FRA,4342
4005,FRA,4540
4246,FRA,4790
4214,FRA,4731
4161,FRA,4650
4105,FRA,4566
4207,FRA,4657
4251,FRA,4683
4341,FRA,4761
4436,FRA,4842
4649,FRA,5051
4631,FRA,5009
4839,FRA,5210
4551,FRA,4878
4932,FRA,5346
5274,FRA,5782
5169,FRA,5733
4745,FRA,5324
4707,FRA,5343
4959,FRA,5698
4214,FRA,4901
3348,FRA,3941
3881,FRA,4625
4399,FRA,5309
4139,FRA,5058
4798,FRA,5939
4924,FRA,6175
5411,FRA,6876
5322,FRA,6854
5355,FRA,6991
5164,FRA,6834
5433,FRA,7290
5693,FRA,7748
5502,FRA,7455
5166,FRA,6967
4851,FRA,6513
5218,FRA,6974
5182,FRA,6896
5074,FRA,6722
5294,FRA,6982
5621,FRA,7381
5620,FRA,7347
6058,FRA,7885
5131,FRA,6650
4219,FRA,5444
3818,FRA,4905
3678,FRA,4705
3128,FRA,3984
3337,FRA,4233
5022,FRA,6342
5413,FRA,6807
5771,FRA,7228
6525,FRA,8137
6869,FRA,8531
7277,FRA,8984
7473,FRA,9154
7728,FRA,9351
8053,FRA,9731
8449,FRA,10198
8815,FRA,10608
9293,FRA,11124
9559,FRA,11277
9748,FRA,11481
10284,FRA,12170
10735,FRA,12698
11343,FRA,13271
11792,FRA,13757
12492,FRA,14509
13016,FRA,15078
13674,FRA,15701
14304,FRA,16298
14903,FRA,16890
15879,FRA,17908
16740,FRA,18771
17511,FRA,19486
18279,FRA,20175
19191,FRA,21097
19643,FRA,21571
19599,FRA,21316
20451,FRA,22154
21228,FRA,22888
21785,FRA,23427
22481,FRA,24075
22713,FRA,24292
22083,FRA,24413
22053,FRA,24893
21639,FRA,25080
21192,FRA,25305
20830,FRA,25549
21857,FRA,26047
22324,FRA,26581
23348,FRA,27621
24014,FRA,28460
24349,FRA,29031
24533,FRA,29158
24774,FRA,29449
24563,FRA,29113
25060,FRA,29656
25434,FRA,30135
25692,FRA,30415
27237,FRA,30987
28888,FRA,31941
29973,FRA,32872
31771,FRA,33967
32740,FRA,34434
33151,FRA,34618
31556,FRA,34707
32202,FRA,35465
33428,FRA,35817
34098,FRA,36439
35855,FRA,37068
35755,FRA,36928
35255,FRA,35642
35871,FRA,36141
36691,FRA,36691
36773,FRA,36571
37926,FRA,36632
38134,FRA,36527
38448,FRA,36827
38758,FRA,37124
3968,GAB,7739
4091,GAB,7978
4216,GAB,8221
4342,GAB,8468
4474,GAB,8724
4610,GAB,8990
4746,GAB,9256
4886,GAB,9529
5029,GAB,9807
5173,GAB,10089
5342,GAB,10417
5702,GAB,11549
5617,GAB,11764
6203,GAB,12030
6230,GAB,12076
6150,GAB,12100
6061,GAB,12455
5921,GAB,12771
5935,GAB,12887
5998,GAB,13738
7060,GAB,14612
7258,GAB,15764
7109,GAB,17157
8145,GAB,18140
11612,GAB,23757
11678,GAB,26116
12682,GAB,33343
11673,GAB,28376
11787,GAB,20960
12830,GAB,21162
14267,GAB,21978
12941,GAB,22561
11358,GAB,21183
11719,GAB,21660
12401,GAB,22527
11719,GAB,21268
8386,GAB,20449
7984,GAB,16530
7074,GAB,18263
9008,GAB,19412
10860,GAB,20000
9397,GAB,20729
11432,GAB,19560
10158,GAB,19498
8760,GAB,20019
9361,GAB,20460
10065,GAB,20648
8584,GAB,21267
7464,GAB,21324
8767,GAB,18446
10502,GAB,17603
9103,GAB,17553
9611,GAB,16823
10415,GAB,16826
12416,GAB,16565
16465,GAB,16371
15439,GAB,15518
15961,GAB,16160
18388,GAB,15293
11278,GAB,14924
11469,GAB,15626
16403,GAB,16403
14665,GAB,16932
14757,GAB,17532
14053,GAB,18053
14315,GAB,18389
14334,GAB,18413
,GBR,
759,GBR,1128
,GBR,
,GBR,
,GBR,
,GBR,
,GBR,
,GBR,
,GBR,
,GBR,
,GBR,
,GBR,
1591,GBR,2365
1723,GBR,2561
1667,GBR,2477
1546,GBR,2299
1832,GBR,2723
1735,GBR,2579
1464,GBR,2177
1639,GBR,2437
1739,GBR,2585
1503,GBR,2234
1363,GBR,2025
1487,GBR,2211
1489,GBR,2213
1422,GBR,2114
1559,GBR,2317
1514,GBR,2250
1561,GBR,2321
1638,GBR,2435
1719,GBR,2555
1677,GBR,2493
1790,GBR,2661
1722,GBR,2560
1739,GBR,2585
1691,GBR,2513
1668,GBR,2480
1705,GBR,2535
1639,GBR,2436
1619,GBR,2407
1685,GBR,2504
1617,GBR,2404
1674,GBR,2489
1649,GBR,2451
1751,GBR,2603
1780,GBR,2646
1756,GBR,2610
1699,GBR,2525
1811,GBR,2691
1703,GBR,2532
1727,GBR,2567
1705,GBR,2534
1667,GBR,2478
1712,GBR,2544
1769,GBR,2630
1728,GBR,2569
1692,GBR,2516
1700,GBR,2527
1742,GBR,2590
1814,GBR,2696
1790,GBR,2661
1768,GBR,2628
1782,GBR,2649
1733,GBR,2575
1807,GBR,2686
1810,GBR,2690
1747,GBR,2596
1788,GBR,2657
1744,GBR,2592
1836,GBR,2730
1857,GBR,2761
1880,GBR,2795
1923,GBR,2859
1986,GBR,2953
1924,GBR,2860
1922,GBR,2857
1912,GBR,2842
1882,GBR,2798
1899,GBR,2822
1907,GBR,2835
1920,GBR,2854
2016,GBR,2996
1947,GBR,2894
1971,GBR,2930
1907,GBR,2834
1926,GBR,2863
1870,GBR,2779
1910,GBR,2839
1953,GBR,2903
1991,GBR,2959
1957,GBR,2908
1933,GBR,2874
2011,GBR,2989
2046,GBR,3041
2010,GBR,2988
1996,GBR,2967
1985,GBR,2951
1953,GBR,2904
1967,GBR,2923
1912,GBR,2841
1888,GBR,2806
1905,GBR,2831
2026,GBR,3012
2010,GBR,2987
2067,GBR,3072
2012,GBR,2991
1930,GBR,2869
2116,GBR,3145
2132,GBR,3169
2089,GBR,3106
2085,GBR,3100
2115,GBR,3144
2205,GBR,3277
2210,GBR,3285
2217,GBR,3295
2145,GBR,3188
2113,GBR,3142
2209,GBR,3283
2168,GBR,3223
2278,GBR,3387
2144,GBR,3187
2182,GBR,3244
2294,GBR,3410
2241,GBR,3331
2116,GBR,3145
2196,GBR,3264
2114,GBR,3142
2302,GBR,3421
2144,GBR,3188
2146,GBR,3190
2112,GBR,3139
2047,GBR,3043
2181,GBR,3241
2182,GBR,3243
2187,GBR,3251
2216,GBR,3294
2304,GBR,3424
2323,GBR,3453
2170,GBR,3226
2308,GBR,3430
2282,GBR,3393
2271,GBR,3375
2342,GBR,3481
2339,GBR,3476
2383,GBR,3542
2374,GBR,3529
2401,GBR,3569
2547,GBR,3786
2597,GBR,3861
2544,GBR,3782
2614,GBR,3885
2560,GBR,3806
2651,GBR,3940
2569,GBR,3818
2512,GBR,3734
2605,GBR,3873
2800,GBR,4163
2894,GBR,4301
2859,GBR,4250
2793,GBR,4152
2877,GBR,4276
2917,GBR,4336
2858,GBR,4248
2953,GBR,4390
3051,GBR,4535
3123,GBR,4642
3239,GBR,4814
3132,GBR,4656
3307,GBR,4915
3311,GBR,4921
3218,GBR,4784
3319,GBR,4933
3355,GBR,4988
3314,GBR,4926
3143,GBR,4672
3407,GBR,5064
3467,GBR,5153
3518,GBR,5229
3596,GBR,5345
3578,GBR,5319
3718,GBR,5526
3717,GBR,5525
3846,GBR,5716
3824,GBR,5684
3805,GBR,5657
3870,GBR,5729
3908,GBR,5760
3975,GBR,5834
3984,GBR,5823
3991,GBR,5808
3977,GBR,5764
3931,GBR,5674
4090,GBR,5879
4211,GBR,6027
4312,GBR,6147
4326,GBR,6142
4313,GBR,6099
4269,GBR,6012
4314,GBR,6050
4463,GBR,6235
4640,GBR,6457
4866,GBR,6743
4862,GBR,6711
4835,GBR,6648
4692,GBR,6426
4663,GBR,6360
4944,GBR,6718
5068,GBR,6859
5244,GBR,7070
5278,GBR,7088
5497,GBR,7354
5686,GBR,7578
5608,GBR,7446
5572,GBR,7370
5682,GBR,7486
5590,GBR,7337
5590,GBR,7311
5723,GBR,7456
5879,GBR,7631
5956,GBR,7702
5679,GBR,7316
5773,GBR,7410
5917,GBR,7567
6068,GBR,7721
6161,GBR,7800
6393,GBR,8052
6362,GBR,7973
6793,GBR,8471
6876,GBR,8532
6881,GBR,8496
6888,GBR,8462
6099,GBR,7456
5656,GBR,6881
5501,GBR,6660
6015,GBR,7247
6204,GBR,7439
6445,GBR,7691
6770,GBR,8041
6527,GBR,7715
7061,GBR,8307
7150,GBR,8373
7380,GBR,8601
7301,GBR,8504
6900,GBR,8031
6918,GBR,8047
7097,GBR,8248
7546,GBR,8764
7809,GBR,9064
8132,GBR,9433
8384,GBR,9718
8456,GBR,9794
8456,GBR,9788
9264,GBR,10716
10116,GBR,11694
10336,GBR,11939
10485,GBR,12103
10034,GBR,11574
9567,GBR,11028
9152,GBR,10543
8967,GBR,10322
9165,GBR,10543
9457,GBR,10871
9441,GBR,10846
9599,GBR,11134
9507,GBR,11083
9957,GBR,11481
10400,GBR,11909
10779,GBR,12298
10944,GBR,12392
11127,GBR,12530
11132,GBR,12450
11525,GBR,12878
12000,GBR,13512
12385,GBR,13843
12426,GBR,13856
12849,GBR,14300
13513,GBR,14954
13802,GBR,15241
14099,GBR,15450
14440,GBR,15706
14610,GBR,16270
15241,GBR,16492
15715,GBR,16829
15703,GBR,17101
16053,GBR,17652
17116,GBR,18795
16824,GBR,18535
16745,GBR,18517
17398,GBR,18935
18138,GBR,19355
19124,GBR,20049
20129,GBR,20580
20593,GBR,20211
19975,GBR,19924
19865,GBR,20248
20105,GBR,20951
20270,GBR,21444
20712,GBR,22139
21303,GBR,23041
22246,GBR,24059
23075,GBR,25179
23642,GBR,25654
24002,GBR,25679
23696,GBR,25314
23812,GBR,25336
24481,GBR,25909
25353,GBR,26847
26500,GBR,27447
27775,GBR,28075
29840,GBR,28879
30978,GBR,29714
32245,GBR,30587
34390,GBR,31619
35182,GBR,32356
35384,GBR,32992
35354,GBR,33977
36320,GBR,34638
37724,GBR,35424
38251,GBR,36045
38071,GBR,36679
37657,GBR,36163
35730,GBR,34338
35116,GBR,34722
34971,GBR,34971
35784,GBR,35185
37702,GBR,35618
38220,GBR,36436
38749,GBR,36941
39162,GBR,37334
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
9056,GEO,8570
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
,GEO,
10075,GEO,9534
10585,GEO,10017
11120,GEO,10523
11717,GEO,11089
12572,GEO,11898
13282,GEO,12570
13253,GEO,12542
13127,GEO,12423
14045,GEO,13291
13562,GEO,12834
11626,GEO,11003
9890,GEO,8682
4636,GEO,4837
2843,GEO,3486
2603,GEO,3198
2931,GEO,3350
3332,GEO,3757
3597,GEO,4196
3455,GEO,4347
3434,GEO,4503
3429,GEO,4646
3619,GEO,4891
3865,GEO,5184
4396,GEO,5792
4780,GEO,6138
5242,GEO,6660
6105,GEO,7227
7004,GEO,8146
7458,GEO,8344
7867,GEO,7987
8305,GEO,8404
8946,GEO,8946
9241,GEO,9491
9540,GEO,9829
9903,GEO,10297
10198,GEO,10603
10483,GEO,10899
908,GHA,689
1616,GHA,1226
2322,GHA,1762
2346,GHA,1780
2244,GHA,1702
2487,GHA,1887
2726,GHA,2069
2483,GHA,1884
2158,GHA,1941
2353,GHA,1949
2118,GHA,1864
2605,GHA,2075
2753,GHA,2165
2646,GHA,2180
2566,GHA,2223
2684,GHA,2237
2693,GHA,2221
2567,GHA,2187
2457,GHA,2127
2377,GHA,2103
2371,GHA,2071
2413,GHA,2081
2633,GHA,2236
2681,GHA,2341
2301,GHA,2201
2392,GHA,2195
2601,GHA,2285
2261,GHA,1958
2003,GHA,1850
2144,GHA,1855
2126,GHA,1979
2025,GHA,1900
1963,GHA,1817
1866,GHA,1793
1586,GHA,1636
1481,GHA,1465
1575,GHA,1508
1650,GHA,1537
1636,GHA,1552
1653,GHA,1582
1747,GHA,1624
1685,GHA,1660
1689,GHA,1668
1779,GHA,1719
1778,GHA,1748
1748,GHA,1769
1779,GHA,1792
1852,GHA,1835
1801,GHA,1888
2086,GHA,1945
2009,GHA,2000
2221,GHA,2049
2337,GHA,2084
2145,GHA,2128
2191,GHA,2178
2222,GHA,2244
2398,GHA,2318
2431,GHA,2401
2329,GHA,2495
2432,GHA,2546
2647,GHA,2720
2540,GHA,2790
2682,GHA,2944
3283,GHA,3283
3691,GHA,3508
3635,GHA,3683
3627,GHA,3747
3687,GHA,3809
3753,GHA,3878
1222,GIN,686
1263,GIN,717
1269,GIN,728
1283,GIN,743
1324,GIN,776
1334,GIN,789
1348,GIN,807
1360,GIN,822
1362,GIN,833
1401,GIN,866
1419,GIN,887
1469,GIN,929
1532,GIN,981
1408,GIN,911
1455,GIN,953
1508,GIN,1000
1494,GIN,1002
1494,GIN,1014
1492,GIN,1026
1488,GIN,1036
1492,GIN,1052
1522,GIN,1087
1507,GIN,1091
1482,GIN,1086
1509,GIN,1121
1501,GIN,1131
1566,GIN,1196
1463,GIN,1133
1510,GIN,1186
1441,GIN,1148
1427,GIN,1154
1386,GIN,1137
1361,GIN,1133
1330,GIN,1124
1269,GIN,1090
1243,GIN,1084
1222,GIN,1083
1212,GIN,1092
1237,GIN,1133
1234,GIN,1149
1202,GIN,1138
1119,GIN,1078
1094,GIN,1073
1098,GIN,1097
1087,GIN,1106
1082,GIN,1121
1072,GIN,1132
1093,GIN,1177
1095,GIN,1202
1080,GIN,1210
1059,GIN,1211
1067,GIN,1246
1086,GIN,1295
1046,GIN,1275
1021,GIN,1273
1008,GIN,1285
993,GIN,1270
1091,GIN,1322
1163,GIN,1343
1042,GIN,1289
1219,GIN,1309
1347,GIN,1347
1404,GIN,1397
1464,GIN,1421
1646,GIN,1399
1606,GIN,1364
1668,GIN,1417
1829,GMB,1149
1874,GMB,1187
1871,GMB,1195
1881,GMB,1212
1922,GMB,1249
1916,GMB,1256
1921,GMB,1270
1925,GMB,1283
1907,GMB,1283
1944,GMB,1319
1994,GMB,1365
2259,GMB,1542
2148,GMB,1477
2210,GMB,1441
2244,GMB,1489
2446,GMB,1600
2755,GMB,1807
2693,GMB,1810
2788,GMB,1777
2756,GMB,1905
2660,GMB,1662
2558,GMB,1608
2480,GMB,1561
2569,GMB,1651
2586,GMB,1698
2621,GMB,1751
2492,GMB,1679
2432,GMB,1657
2488,GMB,1691
2315,GMB,1591
2241,GMB,1550
2532,GMB,1778
2615,GMB,1849
2411,GMB,1734
2351,GMB,1710
2323,GMB,1696
2343,GMB,1662
2208,GMB,1643
2140,GMB,1657
2090,GMB,1646
2060,GMB,1636
2024,GMB,1614
1924,GMB,1603
1906,GMB,1585
1818,GMB,1527
1822,GMB,1485
1777,GMB,1495
1747,GMB,1453
1658,GMB,1460
1741,GMB,1515
1812,GMB,1564
1805,GMB,1611
1661,GMB,1576
1826,GMB,1570
2119,GMB,1671
2048,GMB,1612
1899,GMB,1589
1873,GMB,1605
1820,GMB,1655
1799,GMB,1718
1850,GMB,1786
1669,GMB,1669
1781,GMB,1725
1830,GMB,1767
1901,GMB,1743
1948,GMB,1786
1950,GMB,1788
486,GNB,497
513,GNB,526
542,GNB,555
574,GNB,587
685,GNB,701
653,GNB,669
738,GNB,755
781,GNB,799
799,GNB,818
803,GNB,822
841,GNB,861
893,GNB,914
944,GNB,966
979,GNB,1002
1078,GNB,1103
1151,GNB,1178
1223,GNB,1252
1294,GNB,1325
1334,GNB,1365
1399,GNB,1432
1464,GNB,1498
1399,GNB,1432
1483,GNB,1518
1481,GNB,1516
1532,GNB,1568
1553,GNB,1590
1515,GNB,1551
1383,GNB,1415
1538,GNB,1574
1541,GNB,1578
1267,GNB,1297
1232,GNB,1261
1255,GNB,1284
1184,GNB,1212
1221,GNB,1250
1244,GNB,1274
1203,GNB,1232
1216,GNB,1271
1355,GNB,1327
1319,GNB,1354
1343,GNB,1366
1342,GNB,1373
989,GNB,1375
1175,GNB,1362
1296,GNB,1363
1292,GNB,1384
1347,GNB,1408
1526,GNB,1457
1258,GNB,1183
1417,GNB,1309
1357,GNB,1278
1356,GNB,1276
1296,GNB,1234
1291,GNB,1215
1322,GNB,1224
1318,GNB,1252
1286,GNB,1255
1280,GNB,1270
1275,GNB,1284
1253,GNB,1301
1324,GNB,1334
1413,GNB,1413
1283,GNB,1361
1281,GNB,1378
1277,GNB,1355
1313,GNB,1393
1354,GNB,1436
832,GNQ,892
864,GNQ,927
881,GNQ,945
904,GNQ,970
940,GNQ,1009
955,GNQ,1024
981,GNQ,1052
999,GNQ,1072
1017,GNQ,1090
1059,GNQ,1136
1150,GNQ,1234
1243,GNQ,1333
1367,GNQ,1466
1551,GNQ,1663
1764,GNQ,1892
1981,GNQ,2125
2038,GNQ,2186
2147,GNQ,2303
2194,GNQ,2353
2102,GNQ,2254
2017,GNQ,2164
2077,GNQ,2227
2095,GNQ,2247
2300,GNQ,2467
2573,GNQ,2759
3213,GNQ,3446
3602,GNQ,3863
3828,GNQ,4106
3601,GNQ,3862
3008,GNQ,3226
2726,GNQ,2924
2716,GNQ,2913
2643,GNQ,2834
2644,GNQ,2836
2543,GNQ,2728
2778,GNQ,2980
2645,GNQ,2837
2691,GNQ,2886
2690,GNQ,2885
2587,GNQ,2775
2582,GNQ,2769
2520,GNQ,2703
2778,GNQ,2979
2958,GNQ,3173
3147,GNQ,3375
3418,GNQ,3666
4473,GNQ,4797
8489,GNQ,9105
9710,GNQ,10414
11625,GNQ,12468
12774,GNQ,13700
20825,GNQ,22334
24311,GNQ,26074
26834,GNQ,28780
32354,GNQ,34699
34251,GNQ,36733
35469,GNQ,37611
40229,GNQ,42173
46643,GNQ,48334
46545,GNQ,47670
41759,GNQ,42264
43841,GNQ,43841
41292,GNQ,46255
42940,GNQ,43209
39603,GNQ,41907
35743,GNQ,37822
31486,GNQ,33317
1400,GRC,1400
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
,GRC,
1323,GRC,1854
1408,GRC,1974
1840,GRC,2579
1780,GRC,2495
1825,GRC,2558
1920,GRC,2692
1739,GRC,2438
1664,GRC,2332
1651,GRC,2314
1687,GRC,2364
1423,GRC,1994
1379,GRC,1933
1328,GRC,1862
1456,GRC,2041
1241,GRC,1739
1337,GRC,1875
1370,GRC,1920
1384,GRC,1940
1695,GRC,2376
1431,GRC,2006
1569,GRC,2199
1643,GRC,2304
1728,GRC,2422
1513,GRC,2121
1961,GRC,2749
1891,GRC,2651
1861,GRC,2608
1829,GRC,2564
1947,GRC,2729
1965,GRC,2754
1756,GRC,2461
1596,GRC,2237
1706,GRC,2391
1628,GRC,2282
1719,GRC,2410
1739,GRC,2438
1715,GRC,2405
1668,GRC,2339
1601,GRC,2244
1555,GRC,2179
1832,GRC,2569
1734,GRC,2431
1661,GRC,2328
1653,GRC,2318
1553,GRC,2177
1709,GRC,2396
1776,GRC,2489
1746,GRC,2448
1697,GRC,2378
1807,GRC,2532
1800,GRC,2524
2024,GRC,2837
2184,GRC,3062
2089,GRC,2928
2161,GRC,3029
2210,GRC,3098
2058,GRC,2885
1943,GRC,2724
1694,GRC,2375
1767,GRC,2477
1881,GRC,2637
1923,GRC,2696
1850,GRC,2594
2032,GRC,2848
1726,GRC,2419
1863,GRC,2612
1902,GRC,2666
1698,GRC,2381
1628,GRC,2282
2086,GRC,2924
2039,GRC,2858
2150,GRC,3014
2204,GRC,3090
2178,GRC,3053
2208,GRC,3095
2196,GRC,3079
2240,GRC,3139
2231,GRC,3127
2782,GRC,3900
2700,GRC,3784
1615,GRC,2264
2062,GRC,2890
1569,GRC,2199
1334,GRC,1870
1164,GRC,1632
1963,GRC,2751
1749,GRC,2451
1966,GRC,2756
2632,GRC,3690
2695,GRC,3777
2728,GRC,3824
2823,GRC,3957
2937,GRC,4116
2991,GRC,4193
3047,GRC,4271
3066,GRC,4298
3214,GRC,4505
3099,GRC,4344
2929,GRC,4106
3141,GRC,4403
3287,GRC,4607
3319,GRC,4652
3404,GRC,4771
3370,GRC,4723
3800,GRC,5327
3674,GRC,5150
3620,GRC,5074
3051,GRC,4276
2572,GRC,3605
2167,GRC,3038
1821,GRC,2553
1532,GRC,2147
1287,GRC,1804
1903,GRC,2667
2419,GRC,3391
2468,GRC,3460
2564,GRC,3595
2628,GRC,3684
2830,GRC,3966
2816,GRC,3950
3334,GRC,4443
3316,GRC,4537
3576,GRC,4836
3845,GRC,5206
4085,GRC,5500
4277,GRC,5700
4389,GRC,5849
4490,GRC,6052
4876,GRC,6527
4960,GRC,6732
5504,GRC,7389
5818,GRC,7967
6353,GRC,8674
6793,GRC,9136
7064,GRC,9524
7496,GRC,10130
8222,GRC,11093
8925,GRC,11948
9562,GRC,12743
10690,GRC,14236
10956,GRC,14727
10504,GRC,14139
11074,GRC,14855
11548,GRC,15591
11602,GRC,15881
12189,GRC,16726
12269,GRC,17129
12461,GRC,17259
12575,GRC,17114
12391,GRC,17081
12376,GRC,17056
12661,GRC,17443
13302,GRC,17921
14123,GRC,18161
14270,GRC,18035
15302,GRC,18822
16024,GRC,19452
