cgdppc,countrycode,rgdpnapc
16128,KOR,14577
17575,KOR,15760
19197,KOR,17095
20042,KOR,18219
20821,KOR,19118
18920,KOR,17942
21070,KOR,19830
22930,KOR,21420
23412,KOR,22218
25246,KOR,23731
26041,KOR,24301
27413,KOR,25391
28995,KOR,26331
29850,KOR,27550
31144,KOR,28908
30412,KOR,29501
30237,KOR,29557
32325,KOR,31321
32225,KOR,32225
32485,KOR,32791
33322,KOR,33588
34538,KOR,34493
35316,KOR,35269
36151,KOR,36103
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
,KWT,
114351,KWT,141662
93429,KWT,117301
90904,KWT,117329
84877,KWT,106035
77180,KWT,106824
94011,KWT,114156
74728,KWT,85713
59182,KWT,66461
47727,KWT,56097
45215,KWT,57909
43703,KWT,58283
39503,KWT,52733
30394,KWT,54736
30917,KWT,50308
30007,KWT,49909
28042,KWT,51464
21718,KWT,39533
12213,KWT,23924
28533,KWT,45979
37876,KWT,66208
41522,KWT,76146
42803,KWT,80012
44072,KWT,80448
42953,KWT,80091
43194,KWT,79254
39544,KWT,74189
43918,KWT,74597
38525,KWT,72477
40318,KWT,72755
47791,KWT,83176
57757,KWT,89137
71115,KWT,93903
80587,KWT,95645
81001,KWT,95421
90071,KWT,91763
62189,KWT,80061
63719,KWT,73610
77126,KWT,77126
82954,KWT,78801
75584,KWT,75256
69228,KWT,72508
68127,KWT,71354
67798,KWT,71010
,LAO,
,LAO,
,LAO,
621,LAO,812
629,LAO,822
636,LAO,832
643,LAO,841
650,LAO,850
657,LAO,859
663,LAO,867
669,LAO,875
676,LAO,883
682,LAO,891
688,LAO,899
695,LAO,908
701,LAO,917
708,LAO,925
715,LAO,934
721,LAO,943
728,LAO,952
736,LAO,961
743,LAO,971
750,LAO,981
758,LAO,990
779,LAO,1019
789,LAO,1032
835,LAO,1099
846,LAO,1115
886,LAO,1164
904,LAO,1193
878,LAO,1157
880,LAO,1154
846,LAO,1124
931,LAO,1227
1064,LAO,1397
1128,LAO,1463
1185,LAO,1495
1120,LAO,1566
1248,LAO,1609
1275,LAO,1640
1266,LAO,1572
1379,LAO,1498
1465,LAO,1663
1459,LAO,1725
1467,LAO,1749
1479,LAO,1795
1518,LAO,1849
1626,LAO,1944
1678,LAO,2023
1810,LAO,2119
1883,LAO,2216
1860,LAO,2254
1993,LAO,2365
1994,LAO,2450
2048,LAO,2543
2145,LAO,2655
2136,LAO,2782
2282,LAO,2930
2329,LAO,3080
2302,LAO,3003
2969,LAO,3489
3240,LAO,3694
3599,LAO,3900
3791,LAO,4144
4401,LAO,4401
4978,LAO,4670
5197,LAO,4961
5667,LAO,5251
6001,LAO,5559
6324,LAO,5859
1039,LBN,2186
1452,LBN,3053
2216,LBN,4661
5621,LBN,7807
7546,LBN,10386
7875,LBN,10741
8903,LBN,12035
10034,LBN,13444
10644,LBN,14136
10206,LBN,13437
10195,LBN,13306
8587,LBN,11112
9143,LBN,11730
9210,LBN,11717
9633,LBN,12154
9814,LBN,12279
9704,LBN,12042
10084,LBN,12412
10855,LBN,13253
11341,LBN,13735
10565,LBN,12694
11632,LBN,13866
11634,LBN,13760
12172,LBN,14284
13043,LBN,15189
14358,LBN,16592
14763,LBN,16932
14850,LBN,16904
10247,LBN,11577
4391,LBN,4924
8002,LBN,8907
7697,LBN,8505
8338,LBN,9147
8531,LBN,9292
8483,LBN,9173
5303,LBN,5694
6435,LBN,6860
9195,LBN,9734
11305,LBN,11885
10430,LBN,10890
12060,LBN,12505
8585,LBN,8841
4904,LBN,5016
6126,LBN,6224
8360,LBN,8437
8687,LBN,8709
9256,LBN,9218
9960,LBN,9855
10580,LBN,10400
11097,LBN,10838
10824,LBN,10504
11198,LBN,10797
11138,LBN,10671
11232,LBN,10693
11567,LBN,10944
11848,LBN,11140
12122,LBN,11327
12911,LBN,11991
13149,LBN,12137
12358,LBN,12097
13296,LBN,12888
14456,LBN,13794
16230,LBN,15009
16988,LBN,16153
16230,LBN,16230
15903,LBN,16315
14627,LBN,15055
13117,LBN,13416
12665,LBN,12953
12683,LBN,12972
761,LBR,1005
787,LBR,1039
792,LBR,1046
803,LBR,1061
828,LBR,1093
834,LBR,1102
844,LBR,1115
854,LBR,1128
856,LBR,1131
883,LBR,1166
887,LBR,1172
885,LBR,1168
872,LBR,1152
869,LBR,1148
888,LBR,1173
948,LBR,1161
1140,LBR,1342
1103,LBR,1296
1140,LBR,1319
1190,LBR,1374
1239,LBR,1422
1259,LBR,1450
1298,LBR,1457
1341,LBR,1468
1337,LBR,1473
1129,LBR,1380
1191,LBR,1409
1228,LBR,1384
1259,LBR,1424
976,LBR,1450
1118,LBR,1320
939,LBR,1232
929,LBR,1216
907,LBR,1139
892,LBR,1098
857,LBR,1043
812,LBR,998
817,LBR,984
809,LBR,979
838,LBR,974
484,LBR,539
500,LBR,528
324,LBR,326
201,LBR,210
154,LBR,166
151,LBR,158
134,LBR,173
269,LBR,328
336,LBR,381
376,LBR,442
524,LBR,534
617,LBR,637
775,LBR,823
349,LBR,551
589,LBR,520
606,LBR,545
789,LBR,586
711,LBR,618
873,LBR,689
814,LBR,752
896,LBR,809
820,LBR,820
800,LBR,853
827,LBR,900
816,LBR,884
798,LBR,865
764,LBR,829
,LBY,
,LBY,
,LBY,
,LBY,
,LBY,
,LBY,
2976,LBY,2976
3210,LBY,3210
3343,LBY,3343
3294,LBY,3294
3178,LBY,3178
3869,LBY,3869
4561,LBY,4561
4600,LBY,4600
4896,LBY,4896
5105,LBY,5105
6353,LBY,6353
6721,LBY,6721
8587,LBY,8587
11153,LBY,11153
15157,LBY,15157
18673,LBY,18673
21204,LBY,21204
22726,LBY,22726
29149,LBY,29149
31396,LBY,31396
31646,LBY,31646
28847,LBY,28847
29945,LBY,29945
28829,LBY,28829
33238,LBY,33238
32997,LBY,32997
39090,LBY,39090
41689,LBY,41689
41918,LBY,41918
43624,LBY,43624
41973,LBY,41973
32460,LBY,32460
31986,LBY,31986
29948,LBY,29948
27347,LBY,27347
29251,LBY,29251
25783,LBY,25783
21440,LBY,21440
22427,LBY,22427
23392,LBY,23392
23626,LBY,23626
26632,LBY,26632
25276,LBY,25276
23754,LBY,23754
23662,LBY,23662
22799,LBY,22799
23136,LBY,23136
23970,LBY,23970
22571,LBY,22571
22215,LBY,22215
22225,LBY,22225
21856,LBY,21856
21133,LBY,21133
23398,LBY,23398
23943,LBY,23943
25893,LBY,25893
27106,LBY,27106
27953,LBY,27953
31457,LBY,31457
30659,LBY,30659
31419,LBY,31419
12893,LBY,12893
29766,LBY,29766
13326,LBY,13326
9736,LBY,9736
8514,LBY,8514
8096,LBY,8096
1968,LCA,1907
2009,LCA,1947
2062,LCA,1998
2123,LCA,2057
2184,LCA,2116
2239,LCA,2169
2292,LCA,2221
2366,LCA,2293
2472,LCA,2395
2596,LCA,2516
2707,LCA,2623
2795,LCA,2708
2877,LCA,2787
2960,LCA,2868
3041,LCA,2947
3115,LCA,3018
3183,LCA,3084
3256,LCA,3155
3347,LCA,3243
3441,LCA,3335
3525,LCA,3416
3626,LCA,3513
3626,LCA,3535
3597,LCA,3518
3364,LCA,3653
3239,LCA,3764
4085,LCA,4372
4401,LCA,4693
5270,LCA,4957
5259,LCA,5034
4826,LCA,4670
4380,LCA,4731
4471,LCA,4809
4629,LCA,5009
4913,LCA,5277
4992,LCA,5592
5574,LCA,6448
5977,LCA,6550
6166,LCA,7411
6144,LCA,7898
6475,LCA,8068
6343,LCA,8003
6161,LCA,8534
6094,LCA,8454
5602,LCA,8482
6385,LCA,8515
7144,LCA,8660
6449,LCA,8500
6450,LCA,8963
6326,LCA,9138
6731,LCA,9049
5446,LCA,8644
5384,LCA,8619
6131,LCA,8985
6938,LCA,9633
7254,LCA,9543
5342,LCA,10141
7842,LCA,10195
9261,LCA,10574
10328,LCA,10491
8424,LCA,10271
10255,LCA,10255
9821,LCA,10067
6126,LCA,10037
10529,LCA,10035
10687,LCA,10185
10737,LCA,10233
640,LKA,799
656,LKA,819
991,LKA,1237
962,LKA,1201
913,LKA,1140
918,LKA,1145
902,LKA,1125
909,LKA,1134
918,LKA,1146
923,LKA,1152
835,LKA,1042
896,LKA,1118
967,LKA,1206
1032,LKA,1288
1089,LKA,1359
1096,LKA,1368
1053,LKA,1314
980,LKA,1224
943,LKA,1177
1100,LKA,1373
1072,LKA,1338
1049,LKA,1310
1216,LKA,1518
1207,LKA,1506
1225,LKA,1528
1225,LKA,1529
1214,LKA,1515
1263,LKA,1576
1266,LKA,1580
1309,LKA,1634
1359,LKA,1696
1436,LKA,1792
1502,LKA,1874
1387,LKA,1731
1368,LKA,1707
1426,LKA,1780
1414,LKA,1765
1372,LKA,1712
1386,LKA,1729
1435,LKA,1792
1421,LKA,1774
1342,LKA,1675
1406,LKA,1755
1350,LKA,1685
1346,LKA,1680
1437,LKA,1793
1408,LKA,1757
1323,LKA,1651
1365,LKA,1703
1417,LKA,1769
1289,LKA,1609
1358,LKA,1694
1271,LKA,1586
1233,LKA,1538
1265,LKA,1578
1240,LKA,1548
1312,LKA,1638
1381,LKA,1724
1474,LKA,1840
1468,LKA,1833
1463,LKA,1826
1554,LKA,1940
1472,LKA,1838
1400,LKA,1747
1328,LKA,1657
1339,LKA,1671
1466,LKA,1830
1378,LKA,1720
1367,LKA,1706
1451,LKA,1811
1426,LKA,1780
1381,LKA,1723
1456,LKA,1817
1486,LKA,1854
1539,LKA,1921
1495,LKA,1865
1344,LKA,1677
1299,LKA,1621
1222,LKA,1526
1249,LKA,1559
1349,LKA,1684
1396,LKA,1742
1458,LKA,1820
1505,LKA,1878
1528,LKA,1907
1512,LKA,1887
1509,LKA,1883
1556,LKA,1942
1527,LKA,1906
1510,LKA,1884
1514,LKA,1890
1495,LKA,1866
1508,LKA,1882
1497,LKA,1868
1510,LKA,1884
1502,LKA,1875
1536,LKA,1918
1547,LKA,1931
1494,LKA,1865
1593,LKA,1988
1672,LKA,2087
1700,LKA,2122
1744,LKA,2177
1696,LKA,2117
1699,LKA,2121
1737,LKA,2168
1765,LKA,2203
1778,LKA,2219
1800,LKA,2246
1885,LKA,2353
1967,LKA,2455
2055,LKA,2565
2130,LKA,2658
2264,LKA,2779
2239,LKA,2871
2272,LKA,2979
2318,LKA,3087
2582,LKA,3175
2827,LKA,3287
2894,LKA,3272
2910,LKA,3310
2976,LKA,3351
3027,LKA,3521
3293,LKA,3859
3201,LKA,3697
3413,LKA,3922
3725,LKA,4175
3740,LKA,4381
4176,LKA,4855
4463,LKA,5291
4411,LKA,5136
4318,LKA,5205
4391,LKA,5564
4295,LKA,5378
4478,LKA,5498
4785,LKA,5756
4926,LKA,6003
5067,LKA,6321
5527,LKA,6753
6020,LKA,7156
6451,LKA,7522
7063,LKA,7728
7844,LKA,8283
8918,LKA,8918
9588,LKA,9678
9826,LKA,9928
10313,LKA,10342
10734,LKA,10763
11118,LKA,11149
398,LSO,389
415,LSO,405
421,LSO,410
431,LSO,420
447,LSO,436
454,LSO,443
463,LSO,452
473,LSO,461
482,LSO,470
487,LSO,475
514,LSO,501
499,LSO,500
593,LSO,566
662,LSO,613
706,LSO,649
693,LSO,649
756,LSO,631
782,LSO,685
785,LSO,667
778,LSO,661
799,LSO,661
736,LSO,585
880,LSO,682
1039,LSO,840
1022,LSO,871
987,LSO,782
1145,LSO,890
1230,LSO,1020
1385,LSO,1190
1235,LSO,1033
1119,LSO,978
1130,LSO,962
1178,LSO,970
1172,LSO,961
1130,LSO,979
1212,LSO,985
1303,LSO,1013
1313,LSO,998
1505,LSO,1068
1573,LSO,1111
1668,LSO,1159
1768,LSO,1168
1628,LSO,1234
1779,LSO,1256
1845,LSO,1299
1974,LSO,1305
2035,LSO,1366
2041,LSO,1404
2108,LSO,1424
2107,LSO,1458
2074,LSO,1526
2217,LSO,1585
2268,LSO,1591
2298,LSO,1665
2284,LSO,1705
2323,LSO,1753
2435,LSO,1832
2393,LSO,1921
2527,LSO,2032
2515,LSO,2100
2304,LSO,2261
2346,LSO,2346
2588,LSO,2456
2686,LSO,2559
2881,LSO,2644
2954,LSO,2710
3015,LSO,2767
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
10381,LTU,12079
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
,LTU,
10923,LTU,12710
11314,LTU,13165
11711,LTU,13627
11766,LTU,13691
11833,LTU,13769
11398,LTU,13262
11723,LTU,13640
11864,LTU,13804
12738,LTU,14822
12603,LTU,14665
11845,LTU,13783
10137,LTU,12975
8868,LTU,10222
8069,LTU,8607
7253,LTU,7818
7788,LTU,8288
8142,LTU,8781
8999,LTU,9580
9718,LTU,10370
10249,LTU,10325
11112,LTU,10796
11968,LTU,11596
12456,LTU,12480
13628,LTU,13907
13928,LTU,14986
15036,LTU,16409
16357,LTU,17908
18024,LTU,20131
18693,LTU,20874
17132,LTU,17980
18340,LTU,18662
20243,LTU,20243
22259,LTU,21303
23389,LTU,22274
24604,LTU,23252
25279,LTU,23889
26182,LTU,24743
13340,LUX,12333
13260,LUX,11372
15130,LUX,12132
13818,LUX,12219
13441,LUX,12203
14379,LUX,12737
15787,LUX,13221
16182,LUX,13790
16079,LUX,13912
16506,LUX,14179
15880,LUX,14629
15968,LUX,15071
16791,LUX,15089
17157,LUX,15455
18256,LUX,16466
18474,LUX,16595
18961,LUX,16669
19727,LUX,16653
20677,LUX,17306
23369,LUX,18912
23546,LUX,19139
22632,LUX,19465
24174,LUX,20497
26126,LUX,21957
25438,LUX,22587
21434,LUX,20872
23228,LUX,21293
23295,LUX,21585
24181,LUX,22427
24887,LUX,22894
24031,LUX,22999
22920,LUX,23169
22955,LUX,23049
23419,LUX,23725
23042,LUX,25168
23644,LUX,25839
26995,LUX,27700
27530,LUX,28144
31044,LUX,30742
35253,LUX,33591
35205,LUX,33835
39914,LUX,36272
39920,LUX,36444
41866,LUX,37470
44298,LUX,38375
44149,LUX,38382
44281,LUX,38388
46880,LUX,40075
52335,LUX,41972
58456,LUX,44921
63619,LUX,47973
58641,LUX,48605
58883,LUX,49936
56075,LUX,50137
53255,LUX,51215
53088,LUX,52037
55818,LUX,53866
59983,LUX,57471
55292,LUX,55731
55244,LUX,52324
58364,LUX,53877
54031,LUX,54031
57873,LUX,52562
56319,LUX,53411
66750,LUX,55102
67804,LUX,55972
69057,LUX,57006
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
10894,LVA,10655
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
,LVA,
11968,LVA,11705
12169,LVA,11902
12360,LVA,12089
12523,LVA,12248
12790,LVA,12509
12433,LVA,12160
12664,LVA,12386
12509,LVA,12235
12958,LVA,12674
13643,LVA,13343
13769,LVA,13467
11735,LVA,11826
8789,LVA,8141
7978,LVA,7357
8098,LVA,7645
7926,LVA,7709
8082,LVA,7980
8739,LVA,8783
9607,LVA,9445
10162,LVA,9771
10654,LVA,10399
11407,LVA,11215
12325,LVA,12152
12818,LVA,13305
13412,LVA,14572
14485,LVA,16306
16244,LVA,18413
17941,LVA,20410
18225,LVA,19882
16439,LVA,17316
16847,LVA,17010
18428,LVA,18428
19812,LVA,19405
20765,LVA,20129
21944,LVA,20751
22724,LVA,21488
23362,LVA,22092
,MAR,
,MAR,
,MAR,
,MAR,
,MAR,
801,MAR,703
1049,MAR,921
1323,MAR,1162
2712,MAR,2380
2717,MAR,2385
2720,MAR,2387
2736,MAR,2402
2751,MAR,2414
2764,MAR,2426
2704,MAR,2374
2646,MAR,2322
2588,MAR,2272
2531,MAR,2222
2476,MAR,2173
2500,MAR,2194
2524,MAR,2215
2548,MAR,2236
2573,MAR,2258
2598,MAR,2280
2676,MAR,2349
2757,MAR,2420
2840,MAR,2493
2925,MAR,2567
3012,MAR,2643
3102,MAR,2722
3110,MAR,2730
3157,MAR,2771
3263,MAR,2863
3412,MAR,2994
3713,MAR,3259
3820,MAR,3352
3855,MAR,3383
3954,MAR,3470
4234,MAR,3716
4043,MAR,3548
4355,MAR,3822
4214,MAR,3699
4274,MAR,3751
4424,MAR,3882
4649,MAR,4080
4431,MAR,3889
4766,MAR,4183
4761,MAR,4178
4828,MAR,4237
5084,MAR,4462
4892,MAR,4293
4773,MAR,4189
5190,MAR,4555
4830,MAR,4239
5558,MAR,4689
5106,MAR,4546
5048,MAR,4805
4801,MAR,4791
4580,MAR,4818
4614,MAR,5104
4509,MAR,5198
4608,MAR,5440
4537,MAR,5632
4440,MAR,5750
4834,MAR,6114
5168,MAR,6259
5803,MAR,6555
6164,MAR,6758
6603,MAR,6940
7226,MAR,7226
7323,MAR,7365
7450,MAR,7619
7324,MAR,7733
7577,MAR,8001
7613,MAR,8039
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
3715,MDA,5861
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
,MDA,
3944,MDA,6221
4144,MDA,6537
4356,MDA,6871
4509,MDA,7112
4565,MDA,7200
4083,MDA,6441
4317,MDA,6810
4281,MDA,6752
4228,MDA,6669
4469,MDA,7050
4273,MDA,6740
4104,MDA,5552
2451,MDA,3941
2490,MDA,3894
2260,MDA,2697
2350,MDA,2668
2293,MDA,2524
2166,MDA,2583
1983,MDA,2436
1647,MDA,2377
1801,MDA,2453
1892,MDA,2632
2104,MDA,2869
2368,MDA,3096
2504,MDA,3362
2816,MDA,3657
3114,MDA,3878
3259,MDA,4041
3503,MDA,4408
3568,MDA,4189
4180,MDA,4533
4892,MDA,4892
4938,MDA,4905
5256,MDA,5421
5534,MDA,5739
5569,MDA,5775
5851,MDA,6068
,MDG,
,MDG,
,MDG,
,MDG,
,MDG,
,MDG,
947,MDG,1921
967,MDG,1963
987,MDG,2004
1007,MDG,2044
1027,MDG,2085
1048,MDG,2126
1068,MDG,2166
1088,MDG,2207
1108,MDG,2247
1127,MDG,2287
1121,MDG,2274
1123,MDG,2276
1207,MDG,2282
1232,MDG,2214
1212,MDG,2255
1180,MDG,2198
1204,MDG,2197
1180,MDG,2269
1269,MDG,2371
1290,MDG,2407
1342,MDG,2477
1354,MDG,2517
1322,MDG,2428
1237,MDG,2311
1203,MDG,2302
1178,MDG,2276
1154,MDG,2148
1147,MDG,2143
1084,MDG,2033
1105,MDG,2172
1092,MDG,2129
1046,MDG,1891
1075,MDG,1804
1137,MDG,1768
1127,MDG,1654
1210,MDG,1643
1171,MDG,1607
1073,MDG,1594
1027,MDG,1572
974,MDG,1587
1011,MDG,1600
936,MDG,1454
876,MDG,1428
882,MDG,1414
862,MDG,1371
872,MDG,1353
896,MDG,1341
910,MDG,1349
939,MDG,1360
964,MDG,1382
975,MDG,1403
1004,MDG,1444
903,MDG,1229
993,MDG,1312
1058,MDG,1342
1096,MDG,1366
1125,MDG,1399
1124,MDG,1448
1208,MDG,1509
1198,MDG,1399
1301,MDG,1365
1347,MDG,1347
1356,MDG,1351
1317,MDG,1345
1282,MDG,1354
1288,MDG,1360
1307,MDG,1381
,MEX,
,MEX,
,MEX,
433,MEX,683
457,MEX,721
562,MEX,888
568,MEX,896
558,MEX,881
559,MEX,883
578,MEX,912
602,MEX,950
612,MEX,965
620,MEX,978
630,MEX,994
643,MEX,1015
654,MEX,1032
673,MEX,1062
684,MEX,1079
706,MEX,1114
728,MEX,1148
736,MEX,1161
739,MEX,1166
757,MEX,1194
761,MEX,1201
758,MEX,1196
755,MEX,1191
750,MEX,1183
752,MEX,1187
756,MEX,1193
744,MEX,1175
757,MEX,1194
764,MEX,1206
772,MEX,1218
771,MEX,1217
766,MEX,1208
771,MEX,1217
792,MEX,1250
814,MEX,1284
813,MEX,1283
822,MEX,1297
845,MEX,1333
845,MEX,1333
843,MEX,1331
845,MEX,1333
843,MEX,1331
858,MEX,1354
870,MEX,1373
851,MEX,1343
829,MEX,1309
823,MEX,1299
823,MEX,1298
823,MEX,1299
824,MEX,1301
823,MEX,1298
820,MEX,1294
816,MEX,1287
813,MEX,1284
822,MEX,1297
843,MEX,1330
865,MEX,1365
884,MEX,1394
878,MEX,1386
881,MEX,1390
879,MEX,1387
879,MEX,1387
881,MEX,1391
877,MEX,1383
864,MEX,1364
865,MEX,1366
874,MEX,1379
884,MEX,1395
892,MEX,1407
890,MEX,1404
888,MEX,1401
918,MEX,1449
964,MEX,1522
1007,MEX,1590
1040,MEX,1641
1047,MEX,1653
1060,MEX,1673
1077,MEX,1700
1094,MEX,1726
1100,MEX,1735
1107,MEX,1746
1112,MEX,1755
1093,MEX,1725
1054,MEX,1663
1019,MEX,1609
1001,MEX,1579
994,MEX,1569
981,MEX,1548
947,MEX,1495
923,MEX,1457
915,MEX,1444
919,MEX,1451
949,MEX,1497
961,MEX,1516
958,MEX,1511
959,MEX,1513
970,MEX,1531
965,MEX,1523
956,MEX,1508
983,MEX,1552
1001,MEX,1579
1038,MEX,1638
1043,MEX,1646
1042,MEX,1644
1051,MEX,1659
1068,MEX,1686
1089,MEX,1718
1114,MEX,1758
1131,MEX,1784
1163,MEX,1835
1180,MEX,1862
1160,MEX,1831
1115,MEX,1759
1105,MEX,1744
1080,MEX,1705
1061,MEX,1675
1087,MEX,1716
1124,MEX,1774
1143,MEX,1804
1161,MEX,1833
1151,MEX,1816
1125,MEX,1775
1140,MEX,1798
1154,MEX,1820
1154,MEX,1821
1160,MEX,1830
1175,MEX,1854
1149,MEX,1813
1095,MEX,1728
1044,MEX,1648
1022,MEX,1613
1019,MEX,1608
1020,MEX,1609
1010,MEX,1594
1007,MEX,1589
997,MEX,1574
995,MEX,1571
1002,MEX,1582
1021,MEX,1611
1025,MEX,1618
1021,MEX,1612
1010,MEX,1594
1003,MEX,1583
987,MEX,1558
983,MEX,1551
987,MEX,1557
996,MEX,1571
999,MEX,1577
985,MEX,1554
963,MEX,1520
958,MEX,1511
945,MEX,1491
937,MEX,1478
947,MEX,1494
973,MEX,1535
991,MEX,1563
985,MEX,1555
978,MEX,1543
981,MEX,1548
1027,MEX,1620
1054,MEX,1664
1068,MEX,1686
1079,MEX,1702
1097,MEX,1731
1103,MEX,1741
1105,MEX,1744
1106,MEX,1745
1114,MEX,1758
1121,MEX,1769
1122,MEX,1771
1070,MEX,1688
1050,MEX,1657
1048,MEX,1654
1059,MEX,1672
1058,MEX,1669
1051,MEX,1659
1043,MEX,1646
1048,MEX,1653
1033,MEX,1631
1043,MEX,1646
1051,MEX,1659
1081,MEX,1706
1086,MEX,1714
1091,MEX,1721
1092,MEX,1724
1109,MEX,1750
1115,MEX,1759
1102,MEX,1738
1074,MEX,1695
1060,MEX,1673
1020,MEX,1610
990,MEX,1563
977,MEX,1542
978,MEX,1544
983,MEX,1551
982,MEX,1550
983,MEX,1552
979,MEX,1544
1004,MEX,1585
1021,MEX,1611
1036,MEX,1635
1045,MEX,1649
1048,MEX,1654
1042,MEX,1645
1024,MEX,1616
1012,MEX,1597
998,MEX,1575
985,MEX,1555
979,MEX,1545
961,MEX,1516
954,MEX,1505
936,MEX,1477
923,MEX,1456
907,MEX,1431
884,MEX,1395
862,MEX,1360
839,MEX,1324
809,MEX,1277
788,MEX,1244
760,MEX,1200
795,MEX,1255
695,MEX,1097
789,MEX,1246
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
,MEX,
1184,MEX,1868
,MEX,
,MEX,
,MEX,
,MEX,
1326,MEX,2092
1347,MEX,2126
1417,MEX,2236
1478,MEX,2332
1384,MEX,2184
1374,MEX,2169
1477,MEX,2331
1356,MEX,2140
1493,MEX,2356
1503,MEX,2372
1643,MEX,2593
1606,MEX,2535
1683,MEX,2656
1662,MEX,2623
1693,MEX,2672
1690,MEX,2667
1622,MEX,2560
1609,MEX,2539
1512,MEX,2385
1514,MEX,2390
1492,MEX,2355
1607,MEX,2536
1676,MEX,2645
1741,MEX,2748
1811,MEX,2857
1926,MEX,3039
1919,MEX,3028
1933,MEX,3050
1968,MEX,3105
1904,MEX,3005
1992,MEX,3143
2079,MEX,3281
1954,MEX,3084
1935,MEX,3053
1829,MEX,2886
1685,MEX,2659
1711,MEX,2701
1426,MEX,2251
1563,MEX,2466
1641,MEX,2590
1735,MEX,2738
1843,MEX,2909
1872,MEX,2955
1870,MEX,2951
1938,MEX,3059
1932,MEX,3048
2067,MEX,3261
2126,MEX,3354
2146,MEX,3386
2262,MEX,3569
2271,MEX,3583
2357,MEX,3720
2374,MEX,3746
2406,MEX,3797
2472,MEX,3900
2648,MEX,4179
2723,MEX,4373
2766,MEX,4413
2679,MEX,4289
2860,MEX,4586
2986,MEX,4834
3051,MEX,5016
3164,MEX,5241
3256,MEX,5359
3259,MEX,5354
3380,MEX,5624
3525,MEX,5724
3657,MEX,5812
3906,MEX,6094
4325,MEX,6614
4558,MEX,6832
4852,MEX,7085
5124,MEX,7301
5509,MEX,7658
5841,MEX,7894
6214,MEX,8184
6442,MEX,8230
6945,MEX,8639
7472,MEX,9046
7999,MEX,9289
8504,MEX,9539
8696,MEX,9681
8791,MEX,9737
9411,MEX,10348
10244,MEX,11081
11236,MEX,11823
11812,MEX,12547
11364,MEX,12193
10412,MEX,11498
10433,MEX,11643
10293,MEX,11652
9431,MEX,11054
9333,MEX,11022
9168,MEX,10946
9299,MEX,11183
9766,MEX,11549
9946,MEX,11818
10169,MEX,12017
10050,MEX,12030
10221,MEX,12348
9100,MEX,11360
9145,MEX,11766
9674,MEX,12391
10217,MEX,12824
10391,MEX,13142
11338,MEX,13821
11300,MEX,13655
11311,MEX,13628
11480,MEX,13674
12193,MEX,14084
13018,MEX,14354
13713,MEX,14894
14180,MEX,15181
14442,MEX,15182
13474,MEX,14262
14276,MEX,14820
15210,MEX,15210
15203,MEX,15639
15357,MEX,15680
15531,MEX,15856
15766,MEX,16096
15803,MEX,16133
,MKD,
,MKD,
1860,MKD,2371
1938,MKD,2471
1980,MKD,2525
2392,MKD,3050
2421,MKD,3087
2648,MKD,3377
2855,MKD,3641
2925,MKD,3730
3103,MKD,3956
3144,MKD,4008
3172,MKD,4044
3686,MKD,4700
4715,MKD,6011
4268,MKD,5442
4592,MKD,5855
4745,MKD,6050
4850,MKD,6184
5302,MKD,6761
5662,MKD,7219
5956,MKD,7594
6165,MKD,7861
6464,MKD,8242
6750,MKD,8607
6977,MKD,8896
7196,MKD,9176
7560,MKD,9640
8081,MKD,10304
8557,MKD,10911
8564,MKD,10920
8596,MKD,10961
8631,MKD,11005
8415,MKD,10730
8657,MKD,11039
8560,MKD,10915
9128,MKD,11639
8985,MKD,11456
8680,MKD,11068
8829,MKD,11258
7936,MKD,10118
7512,MKD,9459
7018,MKD,8733
6535,MKD,7960
6605,MKD,7746
6721,MKD,7586
6701,MKD,7611
6919,MKD,7664
7249,MKD,7876
7806,MKD,8178
8183,MKD,8510
8124,MKD,8210
7866,MKD,8306
7684,MKD,8471
7917,MKD,8846
8724,MKD,9240
